,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,RAG_annotation
612,2,Lung,0.25,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,Macrophages,CL:0000235,macrophage
613,2,Lung,0.25,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,endothelial cell
614,2,Lung,0.25,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,Endothelial cells,CL:0000115,endothelial cell
615,2,Lung,0.25,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Unknown,CL:0000747,unknown
616,2,Lung,0.25,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,vascular endothelial cell
617,2,Lung,0.25,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,Fibroblasts,CL:0000057,fibroblast
618,2,Lung,0.25,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,unknown cell type
619,2,Lung,0.25,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,Smooth muscle cells,CL:0000192,smooth muscle cell
620,2,Lung,0.25,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,Plasmacytoid Dendritic Cells,CL:0000784,nonclassical monocyte
621,2,Lung,0.25,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,Club Cells (Clara Cells),CL:0000158,"club cell, pulmonary alveolar type 2 cell"
622,2,Lung,0.25,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial Cells,CL:0000115,endothelial cell
623,2,Lung,0.25,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Smooth Muscle Cells,CL:0000192,endothelial cell of artery
624,2,Lung,0.25,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Fibroblast,CL:0000057,unknown
625,2,Lung,0.25,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Pericytes,CL:0000669,unknown cell type
626,2,Lung,0.25,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,Goblet Cells,CL:0000160,goblet cell
627,2,Lung,0.25,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Sensory Neurons,CL:0000101,unknown
628,2,Lung,0.25,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocytes,CL:0000576,nonclassical_monocyte
629,2,Lung,0.25,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Ionocytes,CL:0005006,club cell
630,2,Lung,0.5,"ARHGEF26,GENE26,LMO7,AGER,EMP2,GENE33,GENE93,RTKN2,GPRC5A,SPOCK2,GENE56,DST,SCEL,LAMA3,GENE73",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Alveolar Epithelial Cells,CL:0000322,alveolar epithelial cell
631,2,Lung,0.5,"GENE58,GENE62,MS4A1,LINC00926,BLK,SP140,GENE44,CD79A,GENE34,GENE56,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,B Cells,CL:0000236,unknown
632,2,Lung,0.5,"CLDN1,S100A2,GENE36,GENE54,GENE87,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE20,GENE99,ITGA2,KRT19",Basal,basal cell,CL:0000646,Epithelial Cells,CL:0000066,basal cell
633,2,Lung,0.5,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE67,GENE70,CD99,VCAN,GENE76,S100A12,GENE85,GENE75,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,neutrophil
634,2,Lung,0.5,"CD2,MALAT1,GENE1,BCL11B,GENE57,GENE67,CD6,GENE96,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE43",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T Cells,CL:0000084,unknown_cell_type
635,2,Lung,0.5,"GENE63,GENE20,C20orf85,DNAH6,FAM92B,GENE32,GENE31,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1,GENE55",Ciliated,ciliated cell,CL:0000064,Ciliated Epithelial Cells,CL:0000067,goblet cell
636,2,Lung,0.5,"FCGR2B,HLA-DMB,GENE79,HLA-DQA1,CLEC10A,CSF2RA,GENE24,GPR183,FPR3,GENE56,HLA-DPB1,RGS1,GENE74,GENE6,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic Cells and Macrophages,CL:0002009,nonclassical monocyte
637,2,Lung,0.5,"C1S,LUM,ABLIM1,CFD,GENE3,C3,C1R,GENE90,GENE53,FBLN1,DCN,GENE85,SLIT2,GENE31,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,unknown/other cell type
638,2,Lung,0.5,"TFF3,TFPI,CCL21,GENE68,GENE37,GENE25,GENE87,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,GENE43,TBX1",Lymphatic,,,Goblet Cells,CL:0000160,unknown cell type
639,2,Lung,0.5,"APOC1,GENE19,GENE73,C1QB,GENE36,GENE35,C1QA,VSIG4,SLCO2B1,GENE69,ACP5,ITGAX,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
640,2,Lung,0.5,"GENE45,KLRF1,GNLY,GZMB,GENE69,GENE10,GENE86,GENE32,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,"Cytotoxic T cell, Natural Killer (NK) cell",CL:0000814,natural_killer_cell
641,2,Lung,0.5,"PRDX4,MANF,SSR4,GENE63,XBP1,POU2AF1,TNFRSF17,GENE61,GENE68,HSP90B1,GENE96,GENE14,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasmacytoid Dendritic Cell (pDC),CL:0000784,b cell
642,2,Lung,0.5,"SFTPA2,GENE36,GENE93,SLC34A2,SFTPC,LAMP3,ABCA3,GENE56,GENE46,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1,GENE59",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cell,CL:0002063,type II pneumocyte
643,2,Lung,0.5,"KIT,GENE94,GENE9,VWA5A,CPA3,HPGDS,GRAP2,GENE3,GENE33,HDC,GENE18,CD44,MS4A2,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast Cell,CL:0000097,mast cell
644,2,Lung,0.5,"LILRB2,GENE61,GENE86,COTL1,RPS19,GENE87,LST1,AIF1,FCGR3A,GENE46,GENE70,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocyte,CL:0000576,nonclassical monocyte
645,2,Lung,0.5,"CDC42EP1,GENE54,GENE98,NOSTRIN,PODXL,CDH5,RAMP3,GENE18,BTNL9,GENE93,CD81,FCN3,EPAS1,FLNB,GENE73",Capillary,,,Podocyte,CL:0000653,Unknown/Not available in the provided database
646,2,Lung,0.5,"GENE82,GENE94,CD3D,GZMH,GENE35,CD3G,CD8B,GENE44,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE83",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cell,CL:0000910,cytotoxic T cell
647,2,Lung,0.5,"GENE62,SCGB3A2,GENE30,DSTN,CYB5A,CEACAM6,PIGR,GENE85,CTSE,SFTPB,GENE81,WFDC2,C16orf89,GENE53,KIAA1324",Club,club cell,CL:0000158,Club cell,CL:0000158,goblet cell
648,2,Lung,0.5,"GENE1,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE3,GENE40,GENE11,COL3A1,COL1A1,COL1A2,GENE99,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblast,CL:0000057,fibroblast
649,2,Lung,0.5,"GENE13,GENE52,PTPRE,GZMB,IRF7,TYROBP,GENE80,GENE46,PLD4,NPC2,PPP1R14B,IL3RA,GENE43,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,NK cell,CL:0000623,natural killer t cell
650,2,Lung,0.5,"TPX2,BIRC5,NUSAP1,STMN1,GENE61,UBE2C,TYMS,ANLN,KPNA2,GENE92,CDK1,GENE48,GENE91,GENE49,H2AFZ",Proliferating Macrophage,,,Proliferating cells,CL:4033068,proliferating cell
651,2,Lung,0.5,"BIRC5,GENE94,GENE62,NUSAP1,KIF2C,SMC4,UBE2C,GENE18,H2AFV,GENE29,AURKB,CENPF,HMGB2,TOP2A,GENE83",Proliferating NK/T,,,Proliferating cells,CL:4033068,unknown proliferative cell type
652,2,Lung,0.5,"GENE45,GENE1,GENE82,POSTN,VWF,GENE92,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1,GENE75",Bronchial Vessel,,,Endothelial cells,CL:0000115,Mixture of endothelial cell and fibroblast
653,2,Lung,0.5,"GENE26,GENE33,BPIFB1,GENE24,SAA1,SCGB1A1,RARRES1,MSMB,GENE42,SCGB3A1,GENE43,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club cells,CL:0000158,goblet cell
654,2,Lung,0.5,"PTPRB,GENE26,GENE35,PRSS23,TGM2,GENE5,VWF,LIFR,SELP,PLA1A,GENE83,CPE,SRPX,SLCO2A1,GENE41",Vein,,,Endothelial cells,CL:0000115,endothelial cell
655,2,Lung,0.5,"CHN1,CALD1,COL4A2,GENE21,GENE50,GENE72,NID1,COL4A1,LAMB1,COX4I2,GENE91,GENE74,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Smooth muscle cells,CL:0000192,mixture of cell types
656,2,Lung,0.5,"GENE100,CALD1,TPM2,PLN,GENE66,GENE21,DSTN,GENE80,CSRP1,ACTA2,CNN1,GENE53,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,smooth muscle cell
657,2,Lung,0.5,"PTPRB,GENE1,DKK2,HEY1,GJA5,FBLN5,SEMA3G,GENE10,EFNB2,BMX,GENE84,GENE38,EPAS1,GENE31,ARGLU1",Artery,,,Endothelial cells,CL:0000115,nonclassical monocyte
658,2,Lung,0.5,"GENE94,HPGD,CYP3A5,CLDN5,GENE54,GENE74,APP,GENE44,GENE25,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Alveolar epithelial cells,CL:0000322,endothelial cell of artery
659,2,Lung,0.5,"GENE94,IPO7,SH3BP5,RALA,GALNT18,GENE34,GENE25,GENE80,GENE12,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Alveolar epithelial cells,CL:0000322,unknown cell type
660,2,Lung,0.5,"C7,GENE50,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE40,GENE18,CPXM1,GENE88,HAS1,GENE97",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Epithelial cells,CL:0000066,pulmonary alveolar type 2 cell
661,2,Lung,0.5,"ALDH1A3,PRG4,GENE79,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE34,GENE60,SLPI,GENE4,GENE53",Mesothelial,mesothelial cell,CL:0000077,Type II pneumocytes,CL:0002063,unidentified
662,2,Lung,0.5,"CMTM5,TUBB1,GRAP2,ITGA2B,GENE40,CABP5,GENE77,GENE76,PF4,GENE38,ACRBP,GP6,TMEM40,GP9,GENE59",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,megakaryocyte
663,2,Lung,0.5,"CD2,GENE65,GNLY,GENE8,CTSW,S100A6,GENE40,GENE14,GENE5,CCL5,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,Natural killer cells,CL:0000623,unknown cell type
664,2,Lung,0.5,"CLU,CST5,GENE8,GENE35,GENE70,MET,GENE56,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE16",Fibromyocyte,,,Alveolar epithelial cells,CL:0000322,Unknown/Undetermined
665,2,Lung,0.5,"GENE1,CXCL17,GENE22,S100P,PSCA,COX5A,GENE15,TXN,GENE61,AGR2,GENE95,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Club cells (Clara cells),CL:0000158,mixture of unknown cell types
666,2,Lung,0.5,"TFF3,TMPRSS11E,GENE47,PHGR1,BSND,GENE67,FOXI1,HEPACAM2,ATP6V1B1,GENE84,STAC2,GENE4,GENE38,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Goblet cells,CL:0000160,goblet cell
667,2,Lung,0.5,"GENE9,PCSK1N,EGR1,GENE79,FAM46A,PRDX2,CHGA,GENE37,SEC11C,GENE17,GENE92,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells,CL:0000165,unknown
668,2,Lung,0.5,"TCN1,GENE47,LPO,PHB,LYZ,GENE15,TESC,GENE31,ZG16B,GENE71,GENE28,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Neutrophils,CL:0000775,neutrophil
669,2,Lung,0.5,"GENE7,GENE58,C1QB,LYZ,FCER1G,C1QA,LAPTM5,GENE14,GENE44,AIF1,C1QC,HLA-DRB1,GENE75,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
670,2,Lung,0.5,"GENE50,GNLY,GZMB,CTSW,CST7,CD7,CCL5,GENE48,NKG7,GZMA,CCL4,GENE23,GENE97,PRF1,GENE73",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells,CL:0000910,unknown
671,2,Lung,0.5,"S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE34,GENE17,GENE91,GENE28,SFTPD,NAPSA,MUC1,SFTA3,PEBP4,GENE16",AT2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,alveolar type II cells
672,2,Lung,0.5,"GENE1,GENE30,CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE37,IGFBP7,VWF,GNG11,GENE28,PECAM1,GENE43,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,endothelial cell
673,2,Lung,0.5,"CD2,CD3D,GENE8,IL32,GENE79,GENE93,GENE12,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,GENE64,CORO1A",T cell lineage,T cell,CL:0000084,T lymphocytes,CL:0000084,T-cell
674,2,Lung,0.5,"CLEC14A,TM4SF1,CLDN5,GENE90,GENE18,GENE87,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7,GENE31,GENE73",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,endothelial cell
675,2,Lung,0.5,"CALD1,LUM,C1S,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,GENE42,GENE91,GENE43,GENE46,SPARC,GENE97",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,fibroblast
676,2,Lung,0.5,"GENE13,GENE1,AGER,EMP2,FXYD3,SFTA2,GENE86,CEACAM6,GENE37,GENE69,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar type II cells,CL:0002063,pulmonary alveolar type 2 cell
677,2,Lung,0.5,"GENE1,RP11-356K23.1,C12orf75,GENE61,GSTA1,CD24,GENE78,FAM229B,TMEM231,RP11-295M3.4,GENE60,C11orf97,C5orf49,SNTN,GENE4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial cells,CL:0000066,mixture_of_neutrophil_and_pulmonary_alveolar_type_2_cell
678,2,Lung,0.5,"LTB,MS4A1,GENE59,GENE89,IGHA1,GENE86,IGLC2,CD79A,TSC22D3,IGKC,GENE43,GENE4,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B lymphocytes,CL:0000236,B-lymphocyte
679,2,Lung,0.5,"CXCL17,KRT7,BPIFB1,GENE37,GENE87,CEACAM6,TACSTD2,GENE60,PIGR,GENE43,GENE46,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Airway epithelial cells,CL:0002368,pulmonary alveolar type 2 cell
680,2,Lung,0.5,"CD14,GENE7,S100A9,S100A8,GENE54,FCER1G,GENE93,COTL1,LST1,AIF1,VCAN,S100A12,GENE6,GENE14,FCN1",Monocytes,monocyte,CL:0000576,Macrophages,CL:0000235,monocyte
681,2,Lung,0.5,"TCN1,SELM,GENE79,MARCKSL1,GENE36,GENE3,GENE40,LTF,ZG16B,PIP,PIGR,GENE77,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Club Cells,CL:0000158,goblet cell
682,2,Lung,0.5,"GENE1,CLEC14A,TM4SF1,CLDN5,AQP1,GENE78,CDH5,GENE3,GENE80,IFI27,GENE42,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,"This appears to be a list of gene markers that do not specifically correspond to the marker sets provided for specific cell types in the database. The genes such as PECAM1, CDH5, and CLDN5 are typically associated with endothelial cells, which are a type of cells lining blood vessels, rather than the specific lung cell types listed in the database. Therefore, it suggests an endothelial cell type rather than a known lung-specific cell type from the database."
683,2,Lung,0.5,"SDPR,GENE52,TM4SF1,CLDN5,GENE36,CCL21,RAMP2,ECSCR,GENE57,IGFBP7,MMRN1,GNG11,PPFIBP1,GENE76,GENE97",Lymphatic EC mature,,,Lymphatic Endothelial Cells,CL:0002138,endothelial cell of artery
684,2,Lung,0.5,"TFF3,SDPR,AKAP12,GENE9,GENE8,GENE52,CLDN5,TCF4,CCL21,IGFBP7,GNG11,GENE48,TIMP3,GENE53,TFPI",Lymphatic EC differentiating,,,Goblet Cells,CL:0000160,goblet_cell
685,2,Lung,0.5,"GENE45,HLA-DQB1,GENE57,GENE3,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE95,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE59",Dendritic cells,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,mast cell
686,2,Lung,0.5,"CALD1,TPM2,CYR61,GENE54,MT1X,CTGF,GPX3,GENE91,IGFBP5,GENE83,GENE43,SPARCL1,GENE23,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Myofibroblasts,CL:0000186,fibroblast
687,2,Lung,0.5,"KIT,VWA5A,C1orf186,CPA3,HPGDS,GENE78,GENE3,GENE24,GENE60,MS4A2,TPSB2,GENE75,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast Cells,CL:0000097,mast cell
688,2,Lung,0.5,"TPM2,PLN,GENE15,GENE62,LMOD1,GENE78,GENE95,IGFBP7,FLNA,ACTG2,SELM,GENE14,PPP1R14A,DES,NEXN",Fibromyocytes,,,Smooth Muscle Cells,CL:0000192,smooth muscle cell
689,2,Lung,0.5,"GENE82,GENE50,S100A16,EID1,GENE66,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE4,GENE20,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,Type II Alveolar Cells,CL:0002063,unknown
690,2,Lung,0.5,"GENE22,FBXL7,GENE58,GENE3,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE42,GENE53",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Club Cells,CL:0000158,inconclusive
691,2,Lung,0.5,"GENE26,GENE82,GENE94,LMO7,RAB11FIP1,GENE20,EMP2,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,GENE97,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Alveolar Epithelial Cells,CL:0000322,unknown
692,2,Lung,0.5,"MACROD2,AUTS2,GENE65,GENE6,ZNF385B,SFTPC,ABCA3,ANK3,GENE92,SFTPB,GENE75,PDE4D,LRRK2,ERBB4,GENE16",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Alveolar Type 2 Cells,CL:0002063,alveolar type II pneumocyte
693,2,Lung,0.5,"MACROD2,GLIS3,GENE41,GENE59,GENE98,SSBP2,EYA2,GENE31,XPR1,RBMS3,KRT17,GENE77,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Alveolar Type 2 Cells,CL:0002063,unknown
694,2,Lung,0.5,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE63,HYDIN,GENE62,GENE36,GENE25,GENE67,CDHR3,LRRIQ1,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated Cells,CL:0000064,ciliated cell
695,2,Lung,0.5,"NEDD4L,MACROD2,GENE19,GENE1,SCGB3A2,CDK14,GENE13,MECOM,GENE80,BMPR1B,KIAA1217,SFTPB,GENE99,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Club Cells,CL:0000158,pulmonary alveolar type 2 cell
696,2,Lung,0.5,"GENE100,PDK1,GENE99,FBXW7,GENE21,ARHGAP15,GENE3,PLCG2,ST6GAL1,CREB3L2,FCHSD2,GENE76,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Fibroblasts,CL:0000057,b cell
697,2,Lung,0.5,"GENE1,GENE21,PIP4K2A,B2M,FYN,GENE33,GENE96,SKAP1,GENE49,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,Macrophages,CL:0000235,cell_type_name
698,2,Lung,0.5,"FYN,FKBP5,GENE90,GENE12,BCL2,GENE60,GENE17,PTPRC,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,GENE51,SKAP1",Immune (T cell),T cell,CL:0000084,Lymphocytes,CL:0000542,unspecified_immune_cell
699,2,Lung,0.5,"ZEB2,DOCK8,FMNL2,GPCPD1,SLC11A1,PPARG,RNF149,GENE86,GENE56,TFRC,PLXDC2,MSR1,GENE43,GENE14,GENE59",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Macrophages,CL:0000235,Answer not found in the Database
700,2,Lung,0.5,"KIT,SAMSN1,GENE58,IL18R1,FER,GENE11,GENE14,GENE5,TPSB2,SLC24A3,GENE96,SRGN,SYTL3,ARHGAP15,TPSAB1",Immune (mast cell),mast cell,CL:0000097,Mast Cell,CL:0000097,mast cell
701,2,Lung,0.5,"GENE1,CALD1,GENE99,GENE63,GENE54,GENE66,INPP4B,CACNA1C,TPM1,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",Fibroblast,CL:0000057,smooth muscle cell
702,2,Lung,0.5,"PTPRB,GENE22,PTPRM,TCF4,LDB2,GENE93,GENE81,GENE34,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE53",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,Endothelial Cell,CL:0000115,Unknown or Mixed Cell Type
703,2,Lung,0.5,"GENE90,LAMA2,PLEKHH2,GENE32,ROBO2,GENE91,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE46,GENE76,SLIT2,PLXDC2",Fibroblast,fibroblast,CL:0000057,Smooth Muscle Cell,CL:0000192,unknown
704,2,Lung,0.5,"TBXAS1,ZEB2,GENE27,FKBP5,GENE68,GENE37,CD74,PIK3R5,CHST11,GENE48,GENE84,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",Macrophage,CL:0000235,mast cell
705,2,Lung,0.5,"GENE39,GENE99,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE93,PLIN1,GENE29,FOXO1,GENE74,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,Adipocyte,CL:0000136,adipocyte
706,2,Lung,0.5,"AGER,EMP2,GENE67,GENE46,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,Alveolar Epithelial Cell Type I,CL:0002062,alveolar epithelial cell type I
707,2,Lung,0.5,"NKX2-1,SLC34A2,LAMP3,SFTPC,GENE42,SFTPB,GENE14",Alveolar Type II,type II pneumocyte,CL:0002063,Alveolar Epithelial Cell Type II,CL:0002063,pulmonary alveolar type 2 cell
708,2,Lung,0.5,"GENE15,CD24,CXCR3,CD1c,GENE43,FAS,CR2",B cell_memory,memory B cell,CL:0000787,B Cell,CL:0000236,unknown
709,2,Lung,0.5,"GENE13,TUBA1A,HYDIN,FAM92B,GENE5,FOXJ1,DNAH5,DNAI1,GENE96,DNAI2,CDHR3,GENE16",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,Ciliated Cell,CL:0000064,ciliated epithelial cell
710,2,Lung,0.5,"SCGB3A2,GENE35,GENE93,SCGB1A1,BPIFA1,GENE76,SCGB3A1,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,Clara cells,CL:0000158,goblet cell
711,2,Lung,0.5,"GENE26,GENE68,NEGR1,COL4A1,GENE34,GENE88,COL5A1,GENE12,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE20,GENE45,HGF,COL18A1,COL6A3,GENE24,FBLN1,DCN,GENE84,GENE38,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE55,GENE41",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,endothelial cell of artery
712,2,Lung,0.5,"RELN,FLT4,GENE3,CCL21,GENE33,MMRN1,PROX1,LYVE1,GENE46",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,lymphatic endothelial cell
